"id","city","zone","district","name","alias","types","birthday","phone","fax","postalCode","address","mail","homePage","enabled","twd97X","twd97Y","wgs84aX","wgs84aY"
"011XJ9","新北市","三鶯分區","樹林區","新北市私立柏克萊幼兒園","柏克萊幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XJE","新北市","三鶯分區","樹林區","新北市私立橡樹園幼兒園","橡樹園幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XJI","新北市","三鶯分區","鶯歌區","新北市私立育全鶯歌幼兒園","育全鶯歌幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XJJ","新北市","三鶯分區","鶯歌區","新北市私立宏修幼兒園","宏修幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XJL","新北市","三鶯分區","三峽區","新北市私立快樂靜思園幼兒園","快樂靜思園幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XJN","新北市","三鶯分區","三峽區","新北市私立佩思幼兒園","佩思幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XJO","新北市","三鶯分區","三峽區","新北市私立山姆叔叔幼兒園","山姆叔叔幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XJP","新北市","三鶯分區","三峽區","新北市私立幼心園幼兒園","幼心園幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014B56","新北市","板橋分區","土城區","新北市立清水高中進修部","新北市立清水高中進修部","高中進修學校,一般,公立","2015-01-01T00:00:00","02-22707801#700","02-22707803","236","新北市土城區明德路一段72號","mis@cssh.ntpc.edu.tw","http://www.cssh.ntpc.edu.tw","true","296975.71","2763865.91","121.46531100","24.98201300"
"011XJQ","新北市","三鶯分區","三峽區","新北市私立啟育幼兒園","啟育幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014B57","新北市","三重分區","蘆洲區","新北市立三民高級中學進修部","新北市立三民高級中學進修部","高中進修學校,一般,公立","1990-07-01T00:00:00","02-22894675#290","02-22881739","247","新北市蘆洲區三民路96號","","","true","297712.23","2775437.69","121.47300700","25.08646000"
"011XJR","新北市","三鶯分區","三峽區","新北市私立北大幼兒園","北大幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014B62","新北市","雙和分區","中和區","新北市立錦和高中進修部","新北市立錦和高中進修部","高中,一般,公立","2017-08-01T00:00:00","","","235","錦和路163號","","","true","0","0","",""
"011XJU","新北市","三鶯分區","三峽區","新北市私立群英幼兒園","群英幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014C39","新北市","三鶯分區","鶯歌區","新北市立鶯歌工商進修部","新北市立鶯歌工商進修部","高職進修學校,一般,公立","2048-12-12T00:00:00","02-26775040","","","新北市鶯歌區中正三路154號","","http://ykvs.ntpc.edu.tw","true","283831.94","2759094.37","121.33500300","24.93928400"
"011XJW","新北市","三鶯分區","三峽區","新北市私立璦俐兒幼兒園","璦俐兒幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014D01","新北市","新莊分區","新莊區","新北市立新莊國中補校","新北市立新莊國中補校","國中補校,一般,公立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XJZ","新北市","淡水分區","淡水區","新北市私立漢斯堡國際幼兒園","漢斯堡國際幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XB1","新北市","板橋分區","板橋區","新北市私立嘉盛幼兒園","嘉盛幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XK1","新北市","淡水分區","淡水區","新北市私立雨果幼兒園","雨果幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XB2","新北市","板橋分區","板橋區","新北市私立晨暘幼兒園","晨暘幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XK2","新北市","淡水分區","淡水區","新北市私立快樂家族幼兒園","快樂家族幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XB4","新北市","板橋分區","板橋區","新北市私立葳肯幼兒園","葳肯幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XK5","新北市","淡水分區","淡水區","新北市私立唯寶幼兒園","唯寶幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XB5","新北市","板橋分區","板橋區","新北市私立喬幼光明幼兒園","喬幼光明幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XB7","新北市","板橋分區","板橋區","新北市私立諾亞幼兒園","諾亞幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XK6","新北市","淡水分區","淡水區","新北市私立皮諾幼兒園","皮諾幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XB8","新北市","板橋分區","板橋區","新北市私立靜立幼兒園","靜立幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XK7","新北市","淡水分區","淡水區","新北市私立吉的堡北馨園幼兒園","吉的堡北馨園幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XBA","新北市","板橋分區","板橋區","新北市私立寶仁幼兒園","寶仁幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XK9","新北市","淡水分區","淡水區","新北市私立蘋果苑幼兒園","蘋果苑幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014540","新北市","文山分區","坪林區","新北市立坪林國民中學","坪林國中","偏遠,國中,公立","1967-01-01T00:00:00","02-26656210#48","02-26656932","232","新北市坪林區國中路4號","vincent1015@apps.ntpc.edu.tw","http://www.pljh.ntpc.edu.tw","true","321989.82","2759099.97","121.71282500","24.93800700"
"011XKA","新北市","淡水分區","淡水區","新北市私立可爾威德幼兒園","可爾威德幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014541","新北市","文山分區","新店區","新北市立文山國民中學","文山國中","一般,國中,公立","1968-08-01T00:00:00","02-29134300#635","02-29187853","231","新北市新店區文中路38號","fly6636good@yahoo.com.tw","http://www.wsjh.ntpc.edu.tw","true","304441.49","2761095.04","121.53915100","24.95674800"
"011XKC","新北市","淡水分區","淡水區","新北市私立育碩幼兒園","育碩幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014542","新北市","文山分區","新店區","新北市立五峰國民中學","五峰國中","國中,幼兒園,一般,公立","1955-01-01T00:00:00","02-29112005#315","02-29143613","23146","新北市新店區中興路一段253號","mis@wfjh.ntpc.edu.tw","http://www.wfjh.ntpc.edu.tw","true","304926.44","2762163.21","121.54399600","24.96637400"
"014D02","新北市","雙和分區","中和區","新北市立積穗國民中學附設補習學校","積穗國中補校","國中補校,一般,公立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014544","新北市","瑞芳分區","瑞芳區","新北市立瑞芳國民中學","瑞芳國中","偏遠,國中,幼兒園,公立","1965-01-01T00:00:00","02-24972145#235","02-24972415","224","新北市瑞芳區三爪子坑路1號","lulinwang@gmail.com","http://www.rfjh.ntpc.edu.tw","true","332147.85","2777926.21","121.81452000","25.10744400"
"011XKD","新北市","淡水分區","淡水區","新北市私立臻寶園幼兒園","臻寶園幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014545","新北市","瑞芳分區","瑞芳區","新北市立欽賢國民中學","欽賢國中","偏遠,國中,公立","1969-01-01T00:00:00","02-24972261#21","02-24968962","224","新北市瑞芳區崙頂路3-1號","syc1989@msn.com","http://www.cejh.ntpc.edu.tw","true","335307.02","2777675.29","121.84582600","25.10500400"
"011XKE","新北市","淡水分區","淡水區","新北市私立淡水松柏幼兒園","淡水松柏幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014546","新北市","瑞芳分區","貢寮區","新北市立貢寮國民中學","貢寮國中","偏遠,國中,公立","1968-01-01T00:00:00","02-24941941#131","02-24941935","228","新北市貢寮區龍崗里嵩陽街42號","","http://www.kljh.ntpc.edu.tw/","true","341551.57","2767900.85","121.90708600","25.01640200"
"011XKF","新北市","淡水分區","淡水區","新北市私立菁英幼兒園","菁英幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014549","新北市","文山分區","深坑區","新北市立深坑國民中學","深坑國中","一般,國中,幼兒園,公立","1982-01-01T00:00:00","02-26621455#30","02-26627448","22242","新北市深坑區文化街41號","mis@mail.skjh.ntpc.edu.tw","http://www.skjh.ntpc.edu.tw","true","312407.36","2766112.76","121.61826200","25.00174100"
"011XKH","新北市","淡水分區","淡水區","新北市私立博士兒幼兒園","博士兒幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014550","新北市","瑞芳分區","平溪區","新北市立平溪國民中學","平溪國中","偏遠,國中,公立","1968-01-01T00:00:00","02-24951010#166","02-24952202","22641","新北市平溪區靜安路二段295號","tteeu@yahoo.com.tw","http://www.phjh.ntpc.edu.tw","true","324038.91","2768578.75","121.73362000","25.02347900"
"011XKI","新北市","淡水分區","淡水區","新北市私立溫斯頓幼兒園","溫斯頓幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014551","新北市","文山分區","烏來區","新北市立烏來國民中小學","烏來國中小","國小,國中,幼兒園,偏遠,公立","1907-01-01T00:00:00","02-26616482","02-26616225","233","新北市烏來區啦卡路5號","wulaischool@apps.wups.ntpc.edu.tw","http://www.wups.ntpc.edu.tw/","true","306005.82","2750721.4","121.55422400","24.86303700"
"011XKJ","新北市","淡水分區","淡水區","新北市私立智晶幼兒園","智晶幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014552","新北市","板橋分區","板橋區","新北市立溪崑國民中學","溪崑國中","國中,幼兒園,一般,公立","1990-01-01T00:00:00","02-26869727#157","02-26852137","220","新北市板橋區大觀路三段50巷30號","381@ckjhs.ntpc.edu.tw","http://www.ckjhs.ntpc.edu.tw","true","293533.31","2765671.47","121.43127000","24.99841700"
"011XKK","新北市","淡水分區","淡水區","新北市私立萊恩得幼兒園","萊恩得幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014554","新北市","雙和分區","中和區","新北市立自強國民中學","自強國中","國中,幼兒園,一般,公立","1990-08-01T00:00:00","02-89790554#899","02-22259468","235","新北市中和區莒光路191號","mis@zcjh.ntpc.edu.tw","http://www.zcjh.ntpc.edu.tw","true","297708.61","2765732.04","121.47263500","24.99883800"
"014555","新北市","板橋分區","土城區","新北市立中正國民中學","中正國中","一般,國中,公立","1989-08-01T00:00:00","02-22628456#820","02-22652318","236","新北市土城區金城路2段247號","cct280@ntpc.edu.tw","https://www2.ccjhs.ntpc.edu.tw","true","296120.12","2764022.81","121.45684100","24.98345600"
"011XKL","新北市","七星分區","汐止區","新北市私立新華德幼兒園","新華德幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014558","新北市","新莊分區","泰山區","新北市立義學國民中學","義學國中","一般,國中,公立","1991-01-01T00:00:00","02-22961168","02-29097498","24348","新北市泰山區民生路33號","jean0614@ntpc.edu.tw","http://www.ysjh.ntpc.edu.tw","true","293520.4","2771570.96","121.43132900","25.05167800"
"011XKM","新北市","七星分區","汐止區","新北市私立惟柰米幼兒園","惟柰米幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014559","新北市","新莊分區","新莊區","新北市立中平國民中學","中平國中","一般,國中,公立","1993-01-01T00:00:00","(02)29908092","(02)29911768","24249","新北市新莊區中平路385號","ah3510@ntpc.gov.tw","http://www.cpjh.ntpc.edu.tw","true","294851.68","2771805.37","121.44453000","25.05375500"
"011XKN","新北市","七星分區","汐止區","新北市私立花仙子幼兒園","花仙子幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014560","新北市","三鶯分區","鶯歌區","新北市立鳳鳴國民中學","鳳鳴國中","國中,幼兒園,一般,公立","1997-01-01T00:00:00","02-26780609#238","02-26783146","239","23943新北市鶯歌區永和街33號","sanin2204@areaa.slps.ntpc.edu.tw","https://www.fmjh.ntpc.edu.tw","true","283497.78","2762171.45","121.33176800","24.96707200"
"014561","新北市","三重分區","三重區","新北市立三和國民中學","三和國中","國中,幼兒園,一般,公立","1995-01-01T00:00:00","02-22879890#555","02-22879810","24154","新北市三重區三和路4段216號","chen01@ntpc.edu.tw","http://www.shjh.ntpc.edu.tw","true","299077.43","2774347.96","121.48650200","25.07657900"
"011XKP","新北市","七星分區","汐止區","新北市私立青山幼兒園","青山幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014565","新北市","三鶯分區","鶯歌區","新北市立尖山國民中學","尖山國中","國中,幼兒園,偏遠,公立","1989-01-01T00:00:00","02-26781670#36","02-26782091","239","新北市鶯歌區國中街1號","mis@mail.jsjhs.ntpc.edu.tw","http://www.jsjhs.ntpc.edu.tw","true","284556.54","2759580.75","121.34219000","24.94365900"
"011XKQ","新北市","七星分區","汐止區","新北市私立佳盈幼兒園","佳盈幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014566","新北市","淡水分區","淡水區","新北市立正德國民中學","正德國中","一般,國中,公立","1993-08-01T00:00:00","02-26205136","02-26236485","251","新北市淡水區北新路109號","t014566@jdjh.ntpc.edu.tw","http://www.jdjh.ntpc.edu.tw","true","295040.25","2785621.57","121.44685200","25.17848200"
"011XKR","新北市","七星分區","汐止區","新北市私立芝蔴城幼兒園","芝蔴城幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YBE","新北市","新莊分區","林口區","新北市私立千愛幼兒園","千愛幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XKS","新北市","七星分區","汐止區","新北市私立汐止皇家幼兒園","私立汐止皇家幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YBF","新北市","新莊分區","林口區","新北市私立翔祥幼兒園","翔祥幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YBG","新北市","新莊分區","林口區","新北市私立林口愛丁堡幼兒園","林口愛丁堡幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YBL","新北市","文山分區","深坑區","新北市私立新象幼兒園","新象幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YBM","新北市","淡水分區","三芝區","新北市私立幼親幼兒園","幼親幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"014D03","新北市","三重分區","三重區","新北市立明志國中補校","新北市立明志國中補校","國中補校,一般,公立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YBN","新北市","淡水分區","三芝區","新北市私立智成幼兒園","智成幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YBO","新北市","新莊分區","八里區","新北市私立邱吉爾幼兒園","邱吉爾幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YBP","新北市","新莊分區","八里區","新北市私立快樂學園幼兒園","快樂學園幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YBS","新北市","七星分區","萬里區","新北市私立大鵬幼兒園","大鵬幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YBU","新北市","板橋分區","板橋區","新北市私立莒光幼兒園","莒光幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YBX","新北市","三重分區","三重區","新北市私立哈佛園幼兒園","哈佛園幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YBY","新北市","三重分區","三重區","新北市私立重愛幼兒園","重愛幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YCB","新北市","新莊分區","五股區","新北市私立溫德爾幼兒園","溫德爾幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YCC","新北市","三重分區","蘆洲區","新北市私立綠森林幼兒園","綠森林幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YCG","新北市","文山分區","新店區","新北市私立菲力復興幼兒園","菲力復興幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YCK","新北市","板橋分區","板橋區","新北市私立山姆叔叔板橋幼兒園","山姆叔叔板橋幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YCL","新北市","板橋分區","土城區","新北市私立優生幼兒園","優生幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YCN","新北市","三重分區","蘆洲區","新北市私立祐昇幼兒園","祐昇幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YCO","新北市","七星分區","汐止區","新北市私立威頓皇家幼兒園","威頓皇家幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YCY","新北市","文山分區","新店區","新北市私立聯華幼兒園","聯華幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YCZ","新北市","三重分區","蘆洲區","新北市私立西雅圖幼兒園","西雅圖幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YD2","新北市","七星分區","汐止區","新北市私立愛莉幼兒園","愛莉幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YD3","新北市","新莊分區","林口區","新北市私立溫德爾林口幼兒園","溫德爾林口幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YD5","新北市","文山分區","新店區","財團法人耕莘健康管理專科學校附設新北市私立實驗幼兒園","實驗幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YD6","新北市","三鶯分區","鶯歌區","新北市私立朱徠德幼兒園","朱徠德幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YD7","新北市","三重分區","蘆洲區","新北市私立康橋幼兒園","康橋幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YD8","新北市","三重分區","蘆洲區","新北市私立馨園幼兒園","馨園幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YDA","新北市","雙和分區","永和區","小太陽教育事業股份有限公司附設新北市私立小太陽藝術幼兒園","小太陽藝術幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YDB","新北市","三鶯分區","三峽區","新北市私立精英中園幼兒園","精英中園幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YDC","新北市","雙和分區","永和區","新北市私立藍天永和幼兒園","藍天永和幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YDD","新北市","板橋分區","板橋區","新北市私立愛唯揚幼兒園","愛唯揚幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YDE","新北市","三重分區","三重區","新北市私立鼎群幼兒園","鼎群幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YDH","新北市","七星分區","汐止區","新北市私立宏米優質幼兒園","宏米優質幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YDJ","新北市","三鶯分區","樹林區","新北市私立博智幼兒園","博智幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YDO","新北市","三重分區","三重區","新北市私立新學林幼兒園","新學林幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YDP","新北市","雙和分區","中和區","財團法人三之三附設新北市私立山北非營利幼兒園","生命教育基金會非營利幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YDQ","新北市","瑞芳分區","瑞芳區","新北市私立育格幼兒園","育格幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YDR","新北市","雙和分區","永和區","新北市私立喬幼國際幼兒園","喬幼國際幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YDS","新北市","三重分區","三重區","新北市私立徠安幼兒園","徠安幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YDT","新北市","新莊分區","新莊區","新北市私立何嘉仁昌隆幼兒園","何嘉仁昌隆幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YDW","新北市","新莊分區","林口區","新北市私立勁寶兒林口幼兒園","勁寶兒林口幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YDX","新北市","文山分區","新店區","新北市私立水星幼兒園","水星幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YDZ","新北市","淡水分區","三芝區","馬偕學校財團法人馬偕醫護管理專科學校附設新北市私立馬偕示範幼兒園","馬偕示範幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YE0","新北市","三重分區","三重區","新北市私立藤井樹幼兒園","藤井樹幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YE1","新北市","三鶯分區","鶯歌區","新北市私立及仁幼兒園","及仁幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YE3","新北市","淡水分區","淡水區","新北市私立普登幼兒園","普登幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YE5","新北市","文山分區","新店區","新北市私立幼幼立大幼兒園","幼幼立大幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YE7","新北市","板橋分區","土城區","新北市私立慈霖幼兒園","慈霖幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YE8","新北市","新莊分區","新莊區","新北市私立維尼芽幼兒園","維尼芽幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YEA","新北市","雙和分區","中和區","新北市私立貝吉堡幼兒園","貝吉堡幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YED","新北市","三重分區","蘆洲區","新北市私立多比幼兒園","多比幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YEF","新北市","新莊分區","新莊區","新北市私立大世紀幼兒園","大世紀幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YEG","新北市","新莊分區","八里區","新北市私立人文幼兒園","人文幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YEI","新北市","淡水分區","淡水區","新北市私立英格麗幼兒園","英格麗幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YEJ","新北市","雙和分區","永和區","新北市私立淯馨幼兒園","淯馨幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YEK","新北市","板橋分區","板橋區","新北市私立小豆芽四維幼兒園","小豆芽四維幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YEL","新北市","板橋分區","板橋區","新北市私立童心幼兒園","童心幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YEM","新北市","三重分區","三重區","新北市私立肯妮斯幼兒園","肯妮斯幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XKV","新北市","七星分區","汐止區","新北市私立恩佑幼兒園","恩佑幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YEN","新北市","淡水分區","淡水區","新北市私立悅慧幼兒園","悅慧幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YEO","新北市","新莊分區","五股區","新北市私立成泰幼兒園","成泰幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YEP","新北市","板橋分區","板橋區","新北市私立茁壯園板橋幼兒園","茁壯園板橋幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XKX","新北市","七星分區","汐止區","新北市私立崴崴幼兒園","崴崴幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YEQ","新北市","三重分區","三重區","新北市私立安尼爾幼兒園","安尼爾幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XL0","新北市","七星分區","汐止區","新北市私立吉優幼兒園","吉優幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YER","新北市","文山分區","新店區","新北市私立禾力幼兒園","禾力幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YES","新北市","雙和分區","中和區","新北市私立奧林匹克幼兒園","奧林匹克幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XL1","新北市","七星分區","汐止區","新北市私立安格幼兒園","安格幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YET","新北市","雙和分區","中和區","新北市私立連城幼兒園","連城幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XL2","新北市","七星分區","汐止區","社團法人台北市親子成長協會附設新北市私立成長幼兒園","成長幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YEU","新北市","文山分區","新店區","新北市私立立大幼兒園","立大幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011XL3","新北市","七星分區","汐止區","新北市私立君格綠園道幼兒園","君格綠園道幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YEV","新北市","七星分區","汐止區","新北市私立立德幼兒園","立德幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YEW","新北市","文山分區","新店區","新北市私立朋橋幼兒園","朋橋幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YEX","新北市","三重分區","蘆洲區","新北市私立佳辰幼兒園","佳辰幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YEY","新北市","板橋分區","土城區","新北市私立迪爾幼兒園","迪爾幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YF0","新北市","三鶯分區","三峽區","新北市私立智文幼兒園","智文幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YF1","新北市","板橋分區","板橋區","新北市私立寶貝媽咪幼兒園","寶貝媽咪幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
"011YF2","新北市","新莊分區","新莊區","新北市私立民安幼兒園","民安幼兒園","一般,幼兒園,私立","2048-12-12T00:00:00","","","","","","","true","","","",""
